_id,userId,language,problem_type,problem_domain,problem_functionality,problem_complexity,complexity_time,complexity_space,quality_readability,quality_maintainability,quality_modularity,quality_documentation,quality_errorHandling,quality_duplication,timestamp,createdAt,updatedAt,__v,kmeans_cluster,dbscan_cluster,gmm_cluster,agg_cluster
2db59585-7a4d-45f8-b361-b01075214ff7,5941ddc5-0487-4b42-8765-3e18123fcc9b,JavaScript,Optimization,Frontend,Database query optimization,Easy,O(1),O(1),50,62,51,30,65,59,1679225847000,1679225847000,1679225847000,0,2,0,2,0
942e2702-221a-4d6c-9c1d-69960bd45cba,142289c6-bbf4-4fdf-a192-21a6645eabb8,C++,Optimization,Database,Database query optimization,Easy,O(1),O(1),79,76,63,69,75,54,1685379719000,1685379719000,1685379719000,0,0,0,0,1
c12135f2-ce28-4a94-94fe-15bdb7e98423,9f21a55a-0d9f-44a8-82cf-a0a4f57895be,C++,Debugging,Frontend,Data processing,Easy,O(n log n),O(n^2),76,77,61,52,57,62,1684772869000,1684772869000,1684772869000,0,0,0,0,1
e2d4a8f2-7db3-4da5-b9fd-64dac51d80ef,8a365eb3-13c5-4625-b3c0-f57fcc3e28c7,Python,API Design,Backend,Data processing,Hard,O(1),O(1),72,64,69,59,53,58,1672685076000,1672685076000,1672685076000,0,2,0,2,0
3e902481-dede-4adc-92d7-47038670291a,2fb5d23a-4232-4c03-b2fc-d076bd8deae4,Ruby,API Design,Backend,Sorting algorithm,Hard,O(1),O(1),81,74,69,80,75,47,1692285835000,1692285835000,1692285835000,0,0,0,0,1
e1011ae2-3ee1-41d6-9a5d-9191839fdae4,a3b9ea88-ce40-4930-939b-47253e8f9036,C++,Data Structure,Mobile,Database query optimization,Easy,O(1),O(n),90,74,80,75,73,44,1678577021000,1678577021000,1678577021000,0,0,0,0,1
2a2e2c4d-4396-40b1-bcd8-e2e109051f15,8a36eb9e-4968-4b43-ae6f-01d43080f554,Rust,System Design,Frontend,Data processing,Hard,O(1),O(1),50,66,40,46,50,79,1681010693000,1681010693000,1681010693000,0,2,0,2,0
98d1b56c-13a7-4390-92b8-791fe0cf3913,22ffd8c9-b87c-4f8c-8981-9f96f85de6d5,Ruby,API Design,Cloud,Error handling,Easy,O(1),O(1),64,71,58,43,41,79,1674176494000,1674176494000,1674176494000,0,2,0,2,0
76c15bd4-3ab6-4eae-a876-6d8977937463,67c998e3-257d-495f-8ec2-0d373c0ea4e2,Python,Algorithm,Database,Data processing,Hard,O(n^2),O(n),78,77,61,66,64,69,1685765034000,1685765034000,1685765034000,0,0,0,0,1
e154b1aa-53ed-4de4-8c38-f76b07ca5f5a,44d71d6f-8c66-41af-a6cb-7a2d2b8c0d9a,TypeScript,Algorithm,Database,Data processing,Easy,O(n),O(1),76,58,48,41,49,59,1698706017000,1698706017000,1698706017000,0,2,0,2,0
99abf542-d63b-4cb5-91d7-190a264d1d56,2f211650-bc34-4c0f-afa9-d5f0011f6038,Go,Algorithm,Cloud,Data processing,Easy,O(n),O(1),72,77,64,63,65,60,1679872674000,1679872674000,1679872674000,0,0,0,0,1
d6701e91-e05a-4422-af23-2acf6dcecde4,f0ede664-1525-4aba-b754-ef2e2acdf734,Python,Data Structure,Database,UI rendering,Hard,O(n),O(n^2),89,79,68,64,73,67,1689562397000,1689562397000,1689562397000,0,0,0,0,1
50428e80-8910-4e02-9d28-c38fa625278b,e0aa233d-3646-4cfa-80de-688bffc3e721,JavaScript,Algorithm,Cloud,Database query optimization,Medium,O(n log n),O(n),74,74,63,71,72,57,1686980272000,1686980272000,1686980272000,0,0,0,0,1
0c130029-db64-43ba-a4ae-aacfb980491f,5f547864-5bda-4f05-8269-cd88c51ba19d,TypeScript,Algorithm,DevOps,Data processing,Medium,O(n log n),O(n),74,61,58,41,45,58,1676290928000,1676290928000,1676290928000,0,2,0,2,0
59dad356-7fb3-4ee0-a135-3ceea45f6941,238efb38-22c1-4441-88c4-1dd3b0c768bc,Java,Optimization,DevOps,Authentication,Easy,O(1),O(1),95,86,89,87,84,36,1698355853000,1698355853000,1698355853000,0,0,0,0,1
303bd1b6-5763-48dc-a6d5-4bfc3b6a4a81,91524b9e-cf6c-4e32-b658-13c7c6e73db5,Python,API Design,DevOps,Authentication,Hard,O(1),O(1),66,50,52,30,56,88,1688148377000,1688148377000,1688148377000,0,2,0,2,0
152dc4b2-ffaa-4159-a3e6-6501fac36789,02dfd264-7928-467e-81b3-e3a88d7fa54d,Rust,Debugging,Backend,Authentication,Medium,O(1),O(1),88,88,63,58,62,45,1699401876000,1699401876000,1699401876000,0,0,0,0,1
6f24a7ab-4726-4e45-9224-a4bc24114bfb,03c55f1c-83d8-4009-8341-4ca1ffe34f81,Ruby,API Design,Cloud,Data processing,Hard,O(1),O(1),83,82,61,65,74,54,1672548788000,1672548788000,1672548788000,0,0,0,0,1
73b71aa1-fc85-4961-8471-08a89591f8e4,4664f247-6360-48d0-8c32-0acf3756d3f7,Java,Algorithm,Database,UI rendering,Medium,O(n log n),O(n),88,83,65,59,75,46,1684100686000,1684100686000,1684100686000,0,0,0,0,1
b52a0b4d-171b-49fa-8d9e-106774bfda31,e3e92f83-97ab-4f04-85a1-2708e68e4dec,TypeScript,Algorithm,Database,API integration,Medium,O(n log n),O(n),32,18,72,88,80,48,1692443669000,1692443669000,1692443669000,0,1,-1,1,2
9008799f-03e3-4e3e-8329-b2292a0611f3,2e947941-8f50-4e71-b033-6bd2d8cbb43f,Python,Debugging,Mobile,Sorting algorithm,Easy,O(1),O(1),16,37,64,56,52,50,1674665665000,1674665665000,1674665665000,0,1,1,1,2
07f9fef8-4f67-46d4-b3b8-9472eef0e884,718e1ec9-af2b-4f4b-8f8f-b3c28ad824ef,C++,Algorithm,Mobile,Error handling,Easy,O(n),O(1),67,53,56,50,58,72,1674384070000,1674384070000,1674384070000,0,2,0,2,0
9e8a412e-7482-4870-97a9-6950aacd74c4,e170a31a-6c9e-45fe-969c-6a377c595cfa,JavaScript,API Design,Backend,Sorting algorithm,Hard,O(n^2),O(n),63,64,54,50,55,55,1700562752000,1700562752000,1700562752000,0,2,0,2,0
43f5120a-0bf8-4241-8f50-5d31e6375c12,5696cdad-6699-479f-9e03-95b8afbe2bf5,Go,Debugging,Database,API integration,Medium,O(1),O(1),62,71,66,52,42,77,1674702925000,1674702925000,1674702925000,0,2,0,2,0
b901b4bc-8a56-4b90-9d6b-8795715721a5,f76d5d68-227f-4ede-8797-dd67cd42ebb8,JavaScript,System Design,DevOps,Data processing,Hard,O(1),O(1),79,79,75,78,61,68,1688818121000,1688818121000,1688818121000,0,0,0,0,1
cd59e25b-44f8-417c-97f9-470e42cdf54c,391ce5a6-46eb-4c22-98ee-87c6bd398fa8,C++,API Design,Database,API integration,Medium,O(1),O(1),68,66,70,30,62,73,1678894211000,1678894211000,1678894211000,0,2,0,2,0
8db33a3a-8aed-416f-a171-b230ff423405,26185839-5e7e-48bb-95aa-c937201691e9,Java,Optimization,Database,Authentication,Easy,O(1),O(1),96,82,85,81,70,57,1682212162000,1682212162000,1682212162000,0,0,0,0,1
65564633-5e69-4b26-9e2d-d45316d401e1,2e773ff3-572b-4eb4-a9fa-5e37c4ab44e7,Python,API Design,Database,API integration,Easy,O(1),O(1),90,97,83,74,78,42,1702155227000,1702155227000,1702155227000,0,0,0,0,1
0b3f8102-bf60-48d1-83d1-282206cd12ab,f253ce5f-ab78-4b8b-a3ca-167ec8555c12,Go,Algorithm,Cloud,Data processing,Hard,O(n^2),O(n),75,83,69,74,71,48,1678811224000,1678811224000,1678811224000,0,0,0,0,1
319ca0f7-2299-4628-afb7-98b785d6e61d,fdd012bd-eed7-4739-b6b5-46b3e908dc1c,C++,Debugging,Cloud,API integration,Medium,O(1),O(1),82,88,89,71,88,54,1675746816000,1675746816000,1675746816000,0,0,0,0,1
2ff2aab3-7ae5-40a6-9313-f8b2313b78f5,7e4ea188-605b-4e04-9b4e-35384c703e53,Ruby,Debugging,Database,API integration,Medium,O(1),O(1),59,78,79,71,86,49,1684179479000,1684179479000,1684179479000,0,0,7,2,0
fa6fd129-7695-4f8f-a6f1-b532483062b4,9835bbcf-c6fe-4a19-9fc9-008d911197e2,Python,System Design,Database,Authentication,Medium,O(1),O(n),75,78,74,73,62,57,1676409331000,1676409331000,1676409331000,0,0,0,0,1
77b42ede-9705-40e1-95df-9ee80883a834,243cb2b4-11ce-4062-b3b2-fff2878380e9,TypeScript,API Design,Cloud,UI rendering,Easy,O(1),O(1),89,94,82,87,83,39,1696678620000,1696678620000,1696678620000,0,0,0,0,1
05b9a3d6-1388-4476-b4d4-4082c0a9ab2d,51b19ebf-cf00-48b6-9c96-366654156a44,Python,Data Structure,Frontend,UI rendering,Easy,O(1),O(n),65,61,51,33,64,57,1686672456000,1686672456000,1686672456000,0,2,0,2,0
84ed8c33-51b9-41fa-b4f1-8896fb045420,71e34565-7f1d-4c55-85c3-3d105f117d18,JavaScript,Optimization,DevOps,Search algorithm,Hard,O(1),O(1),69,71,64,46,51,77,1687096360000,1687096360000,1687096360000,0,2,0,0,0
cb8692de-de9f-4697-96f7-6acd5e86cfc0,9ef1dc5a-dc8f-48cc-9168-f1501e3a0070,Python,Debugging,Frontend,UI rendering,Hard,O(1),O(1),4,80,68,65,53,50,1694050944000,1694050944000,1694050944000,0,1,5,1,2
025dc94e-5ea3-474e-8600-80bba457de97,49af76a3-de2a-46f7-a54b-2fafbd918776,Ruby,Data Structure,Database,Sorting algorithm,Easy,O(1),O(n),79,71,50,49,61,73,1691104977000,1691104977000,1691104977000,0,2,0,2,0
30b98cc3-c31d-419a-a161-ec6510b8e833,f76d5d68-227f-4ede-8797-dd67cd42ebb8,TypeScript,Algorithm,Backend,Error handling,Hard,O(n^2),O(n),50,64,58,30,48,87,1689468153000,1689468153000,1689468153000,0,2,0,2,0
7c734592-83c0-4e12-a5b0-abafb8961bbc,6104246d-a9aa-4368-b986-863d0e4fc826,Ruby,API Design,DevOps,Authentication,Medium,O(1),O(1),93,97,79,81,73,50,1685998087000,1685998087000,1685998087000,0,0,0,0,1
e68c2f9d-8f6a-4dc6-977f-0100afed67da,6041a293-9c82-407e-8e64-dfe0592ef216,C++,Debugging,DevOps,Sorting algorithm,Hard,O(1),O(1),85,76,75,62,76,41,1692259671000,1692259671000,1692259671000,0,0,0,0,1
0e061b6e-d3df-49cd-9e8a-27c56880fc0c,0a842987-cd33-4c64-9266-f7894b2c727f,C++,System Design,Cloud,Search algorithm,Medium,O(1),O(1),98,94,86,79,88,45,1677571180000,1677571180000,1677571180000,0,0,0,0,1
af927912-2d53-4ef4-ad9f-74effc3bec86,2e31c993-15c6-4213-9e9e-df57154d61d6,Rust,Algorithm,Frontend,Data processing,Easy,O(n),O(1),24,50,72,83,75,51,1676537177000,1676537177000,1676537177000,0,1,17,1,2
a964314c-9fa0-40a2-8491-9288ce07b2b2,9965c6d1-2de7-4e14-979b-1b5e2f8c2e6a,Python,System Design,Cloud,Authentication,Easy,O(1),O(1),64,71,53,30,64,64,1685007025000,1685007025000,1685007025000,0,2,0,2,0
ae4620ee-a8d0-4891-a430-2ccc75adb5ef,7115ff3f-f414-4adc-b031-8fc50933e46d,Python,Algorithm,Mobile,Search algorithm,Hard,O(n^2),O(n),50,67,42,49,54,61,1703727785000,1703727785000,1703727785000,0,2,0,2,0
219a86d5-53a5-4bef-b6ed-fd54ad67dcb5,be8e344f-527d-415a-9f0e-b1059586bc1d,Ruby,Data Structure,Cloud,Database query optimization,Medium,O(log n),O(n),70,72,65,63,75,67,1684571011000,1684571011000,1684571011000,0,2,0,0,0
d26f7dbc-1a28-45ed-900c-1b4a53441e92,6aa784fa-b399-4f40-b97c-444051368e8e,Go,System Design,DevOps,Error handling,Medium,O(1),O(1),82,76,67,69,78,55,1703721292000,1703721292000,1703721292000,0,0,0,0,1
86baebcd-f620-4de0-ba21-8cad85f5bb0c,ccfc7d56-57e3-4d0a-864b-7fd2a63fdb92,JavaScript,Data Structure,Frontend,UI rendering,Easy,O(1),O(n),55,75,48,40,64,58,1695833312000,1695833312000,1695833312000,0,2,0,2,0
374d2792-1ee9-4c5b-b6a1-6a93adc0d1fb,3ce5d5b5-000a-410d-82a4-db06c9e4c36a,TypeScript,System Design,Cloud,Sorting algorithm,Easy,O(1),O(1),67,56,49,53,70,70,1686693244000,1686693244000,1686693244000,0,2,0,2,0
a2a2bdea-beb5-4f49-8bf5-7da33b7f03cc,e3e92f83-97ab-4f04-85a1-2708e68e4dec,Python,API Design,Mobile,Database query optimization,Easy,O(1),O(1),71,85,68,59,64,44,1698614280000,1698614280000,1698614280000,0,0,0,0,1
cda1ca1a-28e2-4633-8fc4-c5c3a2cee4ac,cb1281b7-ab03-4f02-a2a7-a96b0c7f87eb,Rust,API Design,Cloud,Error handling,Hard,O(1),O(1),50,50,55,30,51,70,1691754756000,1691754756000,1691754756000,0,2,0,2,0
d70c4f19-b614-43e0-875e-4253240786b7,03c55f1c-83d8-4009-8341-4ca1ffe34f81,Rust,Algorithm,Backend,Search algorithm,Medium,O(n log n),O(n),14,75,40,47,50,80,1676261533000,1676261533000,1676261533000,0,1,-1,1,2
da54cc22-9731-463f-b13c-dcee2fb40a33,6041a293-9c82-407e-8e64-dfe0592ef216,C++,Optimization,Database,UI rendering,Medium,O(1),O(1),82,84,73,77,66,42,1684667876000,1684667876000,1684667876000,0,0,0,0,1
cb3def6a-2a99-4908-93ce-80972895cfef,61ea25b6-2a86-49de-8753-2c1284bf8cf2,JavaScript,API Design,DevOps,Sorting algorithm,Medium,O(1),O(1),89,91,90,80,73,37,1684933727000,1684933727000,1684933727000,0,0,0,0,1
c3df41af-7197-4ca1-97b8-91792c2de65a,2e773ff3-572b-4eb4-a9fa-5e37c4ab44e7,Ruby,API Design,Backend,UI rendering,Medium,O(1),O(1),79,82,69,77,73,55,1693101177000,1693101177000,1693101177000,0,0,0,0,1
0b60e695-ebc0-4f44-9f44-885d17f8d4bb,811a0bb8-2269-4b96-98b3-449eba876ae6,Python,Data Structure,Mobile,Error handling,Medium,O(log n),O(n),62,60,54,39,59,60,1693696380000,1693696380000,1693696380000,0,2,0,2,0
0f036872-6ff3-4edf-81bb-eae8b252b86b,28c51dba-84dc-4316-955f-42dd51bebbdd,Go,API Design,Frontend,Data processing,Easy,O(1),O(1),80,81,68,70,60,60,1692363491000,1692363491000,1692363491000,0,0,0,0,1
cd5717ef-31b6-4ba7-abfb-08d2b0e26703,cb1281b7-ab03-4f02-a2a7-a96b0c7f87eb,C++,Algorithm,DevOps,Error handling,Medium,O(n log n),O(n),74,74,77,50,62,46,1701054120000,1701054120000,1701054120000,0,0,0,0,1
982d81a2-0b14-4348-8857-827684cb3cb0,49d7dfda-5bf4-4c5c-b3bb-72a50cb18826,JavaScript,Optimization,Frontend,Error handling,Easy,O(1),O(1),85,81,65,63,69,50,1698281636000,1698281636000,1698281636000,0,0,0,0,1
f42f8130-48d2-4289-9e51-b34027c6a173,3ce5d5b5-000a-410d-82a4-db06c9e4c36a,TypeScript,Debugging,Database,Search algorithm,Hard,O(1),O(1),72,66,70,48,56,67,1681793989000,1681793989000,1681793989000,0,2,0,0,1
520e1bf4-138d-4c8c-a944-0497e7a6ab47,fe36764f-e1f5-4225-8252-6ed3adc11d7d,C++,API Design,Cloud,Search algorithm,Medium,O(1),O(1),97,99,82,72,75,58,1678459346000,1678459346000,1678459346000,0,0,0,0,1
98896e99-27ce-4c4d-8430-0128e6231527,a5fd21fc-d7b2-4c4c-8f83-f0ab157b6fa4,Java,API Design,DevOps,Data processing,Easy,O(1),O(1),57,0,78,66,79,55,1693132818000,1693132818000,1693132818000,0,1,-1,1,0
873f4176-d49f-4d41-a1f6-45123d27396d,f1f399dd-fcd6-464f-bc17-9f1b32a3b06a,JavaScript,Optimization,Mobile,UI rendering,Hard,O(1),O(1),86,73,70,65,73,61,1678517520000,1678517520000,1678517520000,0,0,0,0,1
74644718-ce15-4f29-ba32-e64a4d0fd954,22ffd8c9-b87c-4f8c-8981-9f96f85de6d5,Go,Data Structure,Mobile,Error handling,Hard,O(n),O(n^2),77,72,68,51,70,70,1689316595000,1689316595000,1689316595000,0,0,0,0,1
cdc49690-81a9-4acd-ac24-6740fb627fd3,e59841a8-be1e-490c-afcc-89c6f7e2bc04,Python,API Design,Backend,Database query optimization,Hard,O(1),O(1),87,72,68,69,77,48,1689730837000,1689730837000,1689730837000,0,0,0,0,1
aca1ac52-c8fd-4f25-a3e3-d0509a6cec56,8a365eb3-13c5-4625-b3c0-f57fcc3e28c7,Ruby,Debugging,Frontend,Search algorithm,Hard,O(1),O(1),88,83,78,74,71,56,1693263422000,1693263422000,1693263422000,0,0,0,0,1
b1e63928-01ab-425b-a765-9b649d4aaf0d,f76d5d68-227f-4ede-8797-dd67cd42ebb8,Go,API Design,Cloud,Sorting algorithm,Medium,O(1),O(1),75,52,47,53,41,52,1694045373000,1694045373000,1694045373000,0,2,0,2,0
afd67db5-f371-43d8-ae29-405f07173367,6b630e0c-743b-4b7c-be72-fa4fd8666ef6,Python,API Design,Mobile,Database query optimization,Hard,O(1),O(1),86,71,76,60,72,64,1695610575000,1695610575000,1695610575000,0,0,0,0,1
ae1bd845-7181-4908-a3ec-774ad25626b4,bf3af471-bfd4-40b4-b37a-039819d630c7,Rust,Algorithm,Mobile,Authentication,Hard,O(n^2),O(n),75,81,79,68,72,44,1687314390000,1687314390000,1687314390000,0,0,0,0,1
7863c559-10bf-4906-bdb8-87ec3951c066,91192771-70f9-41dc-a0c3-cc6773be16fb,TypeScript,System Design,Frontend,Data processing,Medium,O(1),O(1),66,80,53,47,49,59,1678926416000,1678926416000,1678926416000,0,2,0,2,0
8ff5acc0-b515-4a6a-b11c-717876c91e56,3ce5d5b5-000a-410d-82a4-db06c9e4c36a,Go,Data Structure,Database,Database query optimization,Medium,O(n),O(1),71,63,65,58,61,71,1694405647000,1694405647000,1694405647000,0,2,0,2,0
