_id,timestamp,userId,focusScore,currentStreak,longestStreak,sessionDuration,activeFileDuration,idleTime,typingRhythm,productivityStatus,__v,cluster,tabMetrics.total,tabMetrics.rapid,tabMetrics.patterns.backAndForth,tabMetrics.patterns.sequential,copyPasteMetrics.total,copyPasteMetrics.copy,copyPasteMetrics.cut,copyPasteMetrics.paste,errorMetrics.syntaxErrors,errorMetrics.warningCount,errorMetrics.problemCount,codeMetrics.linesAdded,codeMetrics.linesDeleted,codeMetrics.fileEdits,codeMetrics.codeComplexity,codeMetrics.testCoverage,achievements.0,errorSummary.total,errorSummary.recent,errorSummary.bySeverity.error,errorSummary.bySeverity.warning,errorSummary.bySeverity.info
678b4b6b45ee875d7437c6a12,2025-01-18T13:38:28.777357,user_3,50.2,5,3,47.793636,699.811,651.122,67,In Flow 🌊,0,Moderate Productivity,20,0,0,5,9,1,1,5,0,0,1,141,35,9,6,72,,1,[],0,0,1
678b4b6b45ee875d7437c6a13,2025-01-18T13:39:28.777357,user_1,58.3,5,5,32.627458,580.534,405.537,40,In Flow 🌊,0,Moderate Productivity,4,3,1,0,6,5,0,0,1,2,3,21,14,9,7,10,,6,[],1,2,3
678b4b6b45ee875d7437c6a14,2025-01-18T13:46:28.777357,user_2,46.9,1,2,31.807713,531.149,603.128,63,In Flow 🌊,0,Moderate Productivity,11,0,2,2,4,1,3,5,4,9,12,28,45,7,7,49,,25,[],4,9,12
678b4b6b45ee875d7437c6a15,2025-01-18T13:53:28.777357,user_1,32.0,0,10,44.072591,578.373,738.159,32,Distracted 😕,0,Low Productivity,3,4,0,4,4,2,3,2,5,10,9,35,8,10,6,19,,24,[],5,10,9
678b4b6b45ee875d7437c6a16,2025-01-18T13:54:28.777357,user_3,46.6,4,3,54.722946,673.091,532.088,71,In Flow 🌊,0,Moderate Productivity,9,0,3,1,4,3,0,5,5,2,8,117,43,7,6,36,,15,[],5,2,8
678b4b6b45ee875d7437c6a17,2025-01-18T13:59:28.777357,user_2,44.7,1,7,60.864699,394.859,895.333,37,In Flow 🌊,0,Low Productivity,17,4,1,0,1,0,0,5,1,2,7,34,49,3,3,55,,10,[],1,2,7
678b4b6b45ee875d7437c6a18,2025-01-18T14:01:28.777357,user_2,80.9,0,9,47.633433,959.418,346.592,84,Focused 🎯,0,High Productivity,18,2,2,1,2,0,3,2,2,2,10,71,27,10,9,1,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a18_ach', 'timestamp': '2025-01-18T14:01:28.777357'}",14,[],2,2,10
678b4b6b45ee875d7437c6a19,2025-01-18T14:05:28.777357,user_1,82.4,2,8,39.077315,1218.871,418.073,100,Focused 🎯,0,High Productivity,5,3,1,5,2,3,1,5,0,3,8,30,38,7,6,36,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a19_ach', 'timestamp': '2025-01-18T14:05:28.777357'}",11,[],0,3,8
678b4b6b45ee875d7437c6a20,2025-01-18T14:10:28.777357,user_1,76.8,5,2,36.238757,942.238,206.977,91,Focused 🎯,0,High Productivity,13,3,3,1,4,0,3,4,1,2,10,186,47,4,7,12,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a20_ach', 'timestamp': '2025-01-18T14:10:28.777357'}",13,[],1,2,10
678b4b6b45ee875d7437c6a21,2025-01-18T14:20:28.777357,user_2,84.3,1,10,34.284804,1113.805,220.536,82,Focused 🎯,0,High Productivity,18,3,1,2,5,5,0,2,0,2,1,149,50,9,6,34,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a21_ach', 'timestamp': '2025-01-18T14:20:28.777357'}",3,[],0,2,1
678b4b6b45ee875d7437c6a22,2025-01-18T14:23:28.777357,user_2,50.7,4,7,35.275842,785.458,897.135,30,In Flow 🌊,0,Low Productivity,3,1,3,5,10,4,3,2,0,1,8,87,44,2,4,77,,9,[],0,1,8
678b4b6b45ee875d7437c6a23,2025-01-18T14:33:28.777357,user_3,85.2,1,9,41.280803,1272.744,522.006,59,Focused 🎯,0,Moderate Productivity,7,3,0,4,0,2,1,5,0,4,10,193,24,10,8,45,,14,[],0,4,10
678b4b6b45ee875d7437c6a24,2025-01-18T14:38:28.777357,user_2,89.4,1,2,56.819528,1080.577,332.111,76,Focused 🎯,0,High Productivity,1,4,1,0,0,4,0,2,0,5,6,33,21,6,2,18,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a24_ach', 'timestamp': '2025-01-18T14:38:28.777357'}",11,[],0,5,6
678b4b6b45ee875d7437c6a25,2025-01-18T14:40:28.777357,user_3,39.1,2,6,38.293672,738.339,720.222,32,Distracted 😕,0,Low Productivity,4,3,0,2,5,5,0,1,1,2,18,38,43,6,1,86,,21,[],1,2,18
678b4b6b45ee875d7437c6a26,2025-01-18T14:41:28.777357,user_2,43.7,1,4,45.40494,715.811,770.765,55,In Flow 🌊,0,Moderate Productivity,13,0,0,3,7,5,3,0,3,9,20,93,14,8,3,93,,32,[],3,9,20
678b4b6b45ee875d7437c6a27,2025-01-18T14:50:28.777357,user_2,24.8,5,8,29.339534,303.302,876.234,45,Distracted 😕,0,Low Productivity,12,3,0,0,5,4,2,0,4,9,13,15,15,6,10,32,,26,[],4,9,13
678b4b6b45ee875d7437c6a28,2025-01-18T15:00:28.777357,user_2,59.7,3,10,36.091332,686.928,584.874,78,In Flow 🌊,0,Moderate Productivity,19,0,0,3,2,0,0,1,1,5,7,18,28,3,5,84,,13,[],1,5,7
678b4b6b45ee875d7437c6a29,2025-01-18T15:01:28.777357,user_3,60.5,2,3,38.95591,405.069,525.12,55,In Flow 🌊,0,Moderate Productivity,16,5,2,5,2,3,1,3,1,1,10,65,48,3,9,71,,12,[],1,1,10
678b4b6b45ee875d7437c6a30,2025-01-18T15:03:28.777357,user_2,11.9,2,2,50.235228,402.371,716.343,55,Distracted 😕,0,Low Productivity,20,3,0,3,0,5,0,0,2,2,17,134,37,7,8,49,,21,[],2,2,17
678b4b6b45ee875d7437c6a31,2025-01-18T15:04:28.777357,user_1,54.7,5,2,17.342039,558.38,574.888,63,In Flow 🌊,0,Moderate Productivity,14,3,2,3,4,5,3,2,2,2,5,11,21,6,9,44,,9,[],2,2,5
678b4b6b45ee875d7437c6a32,2025-01-18T15:12:28.777357,user_1,46.7,0,6,40.39651,567.557,448.995,80,In Flow 🌊,0,Moderate Productivity,20,5,0,1,4,4,3,2,4,4,6,8,0,3,10,1,,14,[],4,4,6
678b4b6b45ee875d7437c6a33,2025-01-18T15:15:28.777357,user_2,67.2,1,4,52.078921,364.313,526.311,67,In Flow 🌊,0,Moderate Productivity,1,0,1,4,5,4,0,0,2,5,3,142,23,10,0,20,,10,[],2,5,3
678b4b6b45ee875d7437c6a34,2025-01-18T15:16:28.777357,user_1,84.8,3,8,52.300266,994.618,396.772,84,Focused 🎯,0,High Productivity,20,3,1,4,2,2,2,2,0,3,4,123,36,9,7,25,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a34_ach', 'timestamp': '2025-01-18T15:16:28.777357'}",7,[],0,3,4
678b4b6b45ee875d7437c6a35,2025-01-18T15:24:28.777357,user_1,73.2,3,8,52.632671,781.908,425.979,68,Focused 🎯,0,High Productivity,15,3,1,0,5,0,3,3,1,2,2,45,25,1,0,50,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a35_ach', 'timestamp': '2025-01-18T15:24:28.777357'}",5,[],1,2,2
678b4b6b45ee875d7437c6a36,2025-01-18T15:31:28.777357,user_1,43.1,3,5,31.363189,358.871,916.492,26,In Flow 🌊,0,Low Productivity,6,1,0,4,1,5,2,5,4,2,6,10,39,8,1,20,,12,[],4,2,6
678b4b6b45ee875d7437c6a37,2025-01-18T15:37:28.777357,user_1,50.3,1,2,32.988609,515.434,612.468,67,In Flow 🌊,0,Moderate Productivity,6,5,3,0,5,0,0,0,2,1,0,145,7,4,5,77,,3,[],2,1,0
678b4b6b45ee875d7437c6a38,2025-01-18T15:44:28.777357,user_2,94.2,3,9,43.52085,1209.366,440.262,88,Focused 🎯,0,High Productivity,6,5,1,4,7,0,2,4,2,2,2,185,27,4,3,6,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a38_ach', 'timestamp': '2025-01-18T15:44:28.777357'}",6,[],2,2,2
678b4b6b45ee875d7437c6a39,2025-01-18T15:54:28.777357,user_1,46.0,3,9,25.78429,844.624,860.463,49,In Flow 🌊,0,Low Productivity,20,4,3,1,10,1,0,4,2,6,16,54,29,4,3,70,,24,[],2,6,16
678b4b6b45ee875d7437c6a40,2025-01-18T16:04:28.777357,user_1,59.3,3,5,27.501677,644.271,753.023,51,In Flow 🌊,0,Low Productivity,20,5,0,0,5,0,3,4,0,5,8,180,26,9,3,46,,13,[],0,5,8
678b4b6b45ee875d7437c6a41,2025-01-18T16:07:28.777357,user_3,63.5,2,8,45.987094,617.018,685.946,44,In Flow 🌊,0,Moderate Productivity,2,0,2,0,2,3,2,2,1,2,6,167,39,8,10,27,,9,[],1,2,6
678b4b6b45ee875d7437c6a42,2025-01-18T16:08:28.777357,user_2,79.0,0,3,53.912618,1172.012,424.832,67,Focused 🎯,0,High Productivity,2,3,0,5,10,2,0,4,1,4,5,80,41,9,1,64,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a42_ach', 'timestamp': '2025-01-18T16:08:28.777357'}",10,[],1,4,5
678b4b6b45ee875d7437c6a43,2025-01-18T16:10:28.777357,user_3,29.8,2,10,29.476957,744.094,922.065,34,Distracted 😕,0,Low Productivity,7,1,3,1,9,4,1,1,5,5,19,50,50,3,3,8,,29,[],5,5,19
678b4b6b45ee875d7437c6a44,2025-01-18T16:17:28.777357,user_2,85.2,5,2,50.400133,768.111,241.957,72,Focused 🎯,0,High Productivity,7,5,1,3,2,0,1,3,0,1,4,172,25,7,7,53,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a44_ach', 'timestamp': '2025-01-18T16:17:28.777357'}",5,[],0,1,4
678b4b6b45ee875d7437c6a45,2025-01-18T16:27:28.777357,user_1,72.5,4,1,49.963729,667.317,373.683,85,Focused 🎯,0,High Productivity,4,1,2,0,1,0,0,3,0,2,6,189,37,7,4,78,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a45_ach', 'timestamp': '2025-01-18T16:27:28.777357'}",8,[],0,2,6
678b4b6b45ee875d7437c6a46,2025-01-18T16:30:28.777357,user_1,68.9,1,5,44.009108,930.525,498.816,59,In Flow 🌊,0,Moderate Productivity,17,4,3,4,0,3,1,1,0,0,3,35,34,5,10,4,,3,[],0,0,3
678b4b6b45ee875d7437c6a47,2025-01-18T16:33:28.777357,user_3,63.4,2,8,59.271963,1014.799,616.518,45,In Flow 🌊,0,Moderate Productivity,14,3,2,5,5,2,2,2,0,5,1,184,40,6,4,84,,6,[],0,5,1
678b4b6b45ee875d7437c6a48,2025-01-18T16:42:28.777357,user_2,86.6,2,8,56.004171,516.427,278.356,72,Focused 🎯,0,High Productivity,12,2,1,0,0,4,2,0,0,3,10,190,2,3,1,17,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a48_ach', 'timestamp': '2025-01-18T16:42:28.777357'}",13,[],0,3,10
678b4b6b45ee875d7437c6a49,2025-01-18T16:46:28.777357,user_3,64.4,5,6,39.468046,777.205,604.128,58,In Flow 🌊,0,Moderate Productivity,11,1,2,4,3,3,0,3,1,3,1,139,42,6,10,40,,5,[],1,3,1
678b4b6b45ee875d7437c6a50,2025-01-18T16:54:28.777357,user_2,38.7,2,1,44.205395,179.584,851.498,35,Distracted 😕,0,Low Productivity,9,5,2,1,1,0,2,3,3,4,13,0,50,4,4,63,,20,[],3,4,13
678b4b6b45ee875d7437c6a51,2025-01-18T16:56:28.777357,user_3,27.3,5,9,29.916854,334.452,1028.301,29,Distracted 😕,0,Low Productivity,12,2,1,0,8,3,0,1,2,5,9,39,13,4,1,6,,16,[],2,5,9
678b4b6b45ee875d7437c6a52,2025-01-18T17:03:28.777357,user_1,73.1,2,1,43.827962,1034.189,687.104,64,Focused 🎯,0,Moderate Productivity,1,5,2,3,4,3,0,4,0,1,5,152,23,8,5,22,,6,[],0,1,5
678b4b6b45ee875d7437c6a53,2025-01-18T17:12:28.777357,user_1,56.2,5,9,35.504155,964.168,774.022,24,In Flow 🌊,0,Low Productivity,6,0,3,4,3,1,0,5,0,1,6,14,29,4,7,92,,7,[],0,1,6
678b4b6b45ee875d7437c6a54,2025-01-18T17:16:28.777357,user_2,90.3,0,4,56.088094,1015.028,262.491,74,Focused 🎯,0,High Productivity,10,0,0,2,8,1,3,4,0,5,4,172,50,1,9,17,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a54_ach', 'timestamp': '2025-01-18T17:16:28.777357'}",9,[],0,5,4
678b4b6b45ee875d7437c6a55,2025-01-18T17:25:28.777357,user_2,41.7,3,7,49.178069,336.313,949.589,24,In Flow 🌊,0,Low Productivity,20,4,3,5,0,4,2,2,2,5,13,22,10,3,5,84,,20,[],2,5,13
678b4b6b45ee875d7437c6a56,2025-01-18T17:29:28.777357,user_1,71.1,0,7,47.054668,1144.524,489.406,66,Focused 🎯,0,Moderate Productivity,6,4,1,1,5,1,0,5,1,2,8,140,9,3,1,38,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a56_ach', 'timestamp': '2025-01-18T17:29:28.777357'}",11,[],1,2,8
678b4b6b45ee875d7437c6a57,2025-01-18T17:35:28.777357,user_3,54.5,0,5,46.915808,687.637,1006.152,33,In Flow 🌊,0,Low Productivity,3,3,3,1,0,2,3,1,1,1,8,13,10,8,3,3,,10,[],1,1,8
678b4b6b45ee875d7437c6a58,2025-01-18T17:43:28.777357,user_2,30.0,2,4,25.185722,252.52,1027.296,53,Distracted 😕,0,Low Productivity,16,3,1,5,4,5,3,5,4,9,9,88,30,4,1,46,,22,[],4,9,9
678b4b6b45ee875d7437c6a59,2025-01-18T17:46:28.777357,user_1,100.0,3,5,61.369338,965.354,266.835,95,Focused 🎯,0,High Productivity,1,5,2,5,8,4,2,1,2,3,6,169,50,5,2,43,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a59_ach', 'timestamp': '2025-01-18T17:46:28.777357'}",11,[],2,3,6
678b4b6b45ee875d7437c6a60,2025-01-18T17:50:28.777357,user_2,37.4,0,7,50.41532,461.977,1038.317,21,Distracted 😕,0,Low Productivity,6,3,1,3,7,0,2,3,5,3,12,45,15,8,0,35,,20,[],5,3,12
678b4b6b45ee875d7437c6a61,2025-01-18T17:59:28.777357,user_2,20.6,0,9,18.547471,364.8,1047.949,49,Distracted 😕,0,Low Productivity,6,2,0,4,4,2,1,3,3,8,11,2,39,5,4,91,,22,[],3,8,11
678b4b6b45ee875d7437c6a62,2025-01-18T18:06:28.777357,user_3,77.4,2,10,32.466504,1296.056,342.267,96,Focused 🎯,0,High Productivity,16,0,0,4,9,1,3,1,1,5,6,164,5,3,3,69,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a62_ach', 'timestamp': '2025-01-18T18:06:28.777357'}",12,[],1,5,6
678b4b6b45ee875d7437c6a63,2025-01-18T18:07:28.777357,user_3,76.3,0,5,43.420853,831.006,598.431,39,Focused 🎯,0,Moderate Productivity,16,2,0,4,5,1,2,1,0,1,6,97,38,4,10,50,,7,[],0,1,6
678b4b6b45ee875d7437c6a64,2025-01-18T18:08:28.777357,user_2,75.3,2,7,55.836743,748.418,280.542,61,Focused 🎯,0,High Productivity,19,3,1,3,2,4,1,2,2,2,3,21,48,5,10,82,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a64_ach', 'timestamp': '2025-01-18T18:08:28.777357'}",7,[],2,2,3
678b4b6b45ee875d7437c6a65,2025-01-18T18:16:28.777357,user_3,53.5,3,10,40.545905,1154.507,627.611,68,In Flow 🌊,0,Moderate Productivity,5,3,2,0,10,5,1,4,0,1,2,135,8,4,10,77,,3,[],0,1,2
678b4b6b45ee875d7437c6a66,2025-01-18T18:21:28.777357,user_3,78.2,4,7,39.19643,848.227,683.923,53,Focused 🎯,0,Moderate Productivity,7,1,0,4,0,5,2,2,0,0,2,67,36,9,9,54,,2,[],0,0,2
678b4b6b45ee875d7437c6a67,2025-01-18T18:27:28.777357,user_3,55.3,1,3,53.69469,438.332,646.464,61,In Flow 🌊,0,Moderate Productivity,11,2,1,4,4,3,3,3,1,2,7,103,31,2,9,32,,10,[],1,2,7
678b4b6b45ee875d7437c6a68,2025-01-18T18:28:28.777357,user_3,76.3,4,8,47.193049,917.922,512.14,80,Focused 🎯,0,High Productivity,6,3,2,0,7,0,3,3,1,2,5,18,42,1,7,98,,8,[],1,2,5
678b4b6b45ee875d7437c6a69,2025-01-18T18:33:28.777357,user_3,50.0,3,10,34.473432,281.237,719.261,29,In Flow 🌊,0,Low Productivity,6,2,3,1,10,2,1,5,5,8,15,60,42,6,1,79,,28,[],5,8,15
678b4b6b45ee875d7437c6a70,2025-01-18T18:37:28.777357,user_1,54.9,4,3,49.845386,547.213,957.915,36,In Flow 🌊,0,Low Productivity,16,1,1,5,8,2,2,3,2,3,10,137,14,8,5,48,,15,[],2,3,10
678b4b6b45ee875d7437c6a71,2025-01-18T18:43:28.777357,user_2,47.6,5,3,38.855736,783.975,539.462,60,In Flow 🌊,0,Moderate Productivity,11,5,1,1,8,0,3,2,1,8,8,122,13,4,9,54,,17,[],1,8,8
678b4b6b45ee875d7437c6a72,2025-01-18T18:45:28.777357,user_2,46.5,5,5,53.792684,460.479,652.491,70,In Flow 🌊,0,Moderate Productivity,7,3,2,4,6,4,1,3,3,3,17,100,1,5,4,2,,23,[],3,3,17
678b4b6b45ee875d7437c6a73,2025-01-18T18:54:28.777357,user_3,77.4,2,7,41.852321,1007.727,336.626,87,Focused 🎯,0,High Productivity,13,1,0,3,5,4,1,1,2,3,4,48,11,1,0,78,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a73_ach', 'timestamp': '2025-01-18T18:54:28.777357'}",9,[],2,3,4
678b4b6b45ee875d7437c6a74,2025-01-18T18:58:28.777357,user_2,73.5,1,1,41.977654,759.498,676.055,47,Focused 🎯,0,Moderate Productivity,8,1,3,0,5,2,2,4,0,5,0,58,49,6,3,7,,5,[],0,5,0
678b4b6b45ee875d7437c6a75,2025-01-18T19:07:28.777357,user_3,60.9,3,3,51.896967,831.104,641.742,63,In Flow 🌊,0,Moderate Productivity,13,2,2,3,4,4,0,3,0,2,2,151,23,5,7,57,,4,[],0,2,2
678b4b6b45ee875d7437c6a76,2025-01-18T19:11:28.777357,user_1,56.3,1,7,42.581912,597.823,528.732,68,In Flow 🌊,0,Moderate Productivity,13,2,3,3,0,4,1,5,1,5,5,183,49,5,1,43,,11,[],1,5,5
678b4b6b45ee875d7437c6a77,2025-01-18T19:17:28.777357,user_1,52.5,1,8,39.196868,774.644,1093.101,44,In Flow 🌊,0,Low Productivity,17,4,3,4,5,5,2,0,0,0,0,16,24,4,6,13,,0,[],0,0,0
678b4b6b45ee875d7437c6a78,2025-01-18T19:21:28.777357,user_1,75.5,2,6,48.078714,1336.78,383.666,74,Focused 🎯,0,High Productivity,5,2,1,2,1,4,2,3,0,0,1,109,46,7,3,39,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a78_ach', 'timestamp': '2025-01-18T19:21:28.777357'}",1,[],0,0,1
678b4b6b45ee875d7437c6a79,2025-01-18T19:27:28.777357,user_1,31.6,3,5,49.34435,116.365,836.421,53,Distracted 😕,0,Low Productivity,14,1,0,0,4,2,0,1,1,6,13,73,8,1,10,57,,20,[],1,6,13
678b4b6b45ee875d7437c6a80,2025-01-18T19:35:28.777357,user_2,45.5,5,3,17.840308,335.939,805.189,40,In Flow 🌊,0,Low Productivity,4,5,1,2,8,0,1,2,3,5,9,42,42,2,8,54,,17,[],3,5,9
678b4b6b45ee875d7437c6a81,2025-01-18T19:36:28.777357,user_1,62.9,1,6,50.46935,615.536,661.623,62,In Flow 🌊,0,Moderate Productivity,1,5,3,1,8,3,1,3,0,2,1,85,42,4,3,14,,3,[],0,2,1
678b4b6b45ee875d7437c6a82,2025-01-18T19:40:28.777357,user_1,48.3,5,5,42.811971,442.873,784.37,44,In Flow 🌊,0,Low Productivity,20,0,2,1,9,4,3,3,2,10,9,166,31,7,1,32,,21,[],2,10,9
678b4b6b45ee875d7437c6a83,2025-01-18T19:41:28.777357,user_3,43.2,1,2,35.446064,238.91,830.937,22,In Flow 🌊,0,Low Productivity,16,5,2,4,8,3,3,5,3,5,9,5,50,2,2,44,,17,[],3,5,9
678b4b6b45ee875d7437c6a84,2025-01-18T19:42:28.777357,user_3,77.1,1,1,73.453166,1350.126,245.108,67,Focused 🎯,0,High Productivity,18,5,3,1,6,2,2,5,2,1,4,67,11,10,6,28,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a84_ach', 'timestamp': '2025-01-18T19:42:28.777357'}",7,[],2,1,4
678b4b6b45ee875d7437c6a85,2025-01-18T19:47:28.777357,user_2,24.9,4,9,34.876826,365.896,926.399,31,Distracted 😕,0,Low Productivity,2,0,3,2,2,4,2,0,2,5,12,138,4,2,4,14,,19,[],2,5,12
678b4b6b45ee875d7437c6a86,2025-01-18T19:51:28.777357,user_2,75.8,1,8,53.267855,976.593,653.371,67,Focused 🎯,0,Moderate Productivity,7,5,2,3,6,4,3,0,0,3,9,149,27,6,10,35,,12,[],0,3,9
678b4b6b45ee875d7437c6a87,2025-01-18T19:57:28.777357,user_3,82.4,2,8,56.019476,862.656,270.855,70,Focused 🎯,0,High Productivity,1,5,0,5,5,3,2,4,1,3,2,4,8,5,9,31,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a87_ach', 'timestamp': '2025-01-18T19:57:28.777357'}",6,[],1,3,2
678b4b6b45ee875d7437c6a88,2025-01-18T20:03:28.777357,user_3,53.1,4,7,39.099676,791.929,507.342,49,In Flow 🌊,0,Moderate Productivity,11,4,3,2,1,5,3,1,0,0,0,0,8,10,8,99,,0,[],0,0,0
678b4b6b45ee875d7437c6a89,2025-01-18T20:09:28.777357,user_2,53.8,0,9,38.753383,651.881,547.6,68,In Flow 🌊,0,Moderate Productivity,12,5,1,1,7,2,1,0,2,0,3,133,28,9,10,78,,5,[],2,0,3
678b4b6b45ee875d7437c6a90,2025-01-18T20:14:28.777357,user_3,61.3,1,1,31.703857,498.179,564.926,77,In Flow 🌊,0,Moderate Productivity,7,2,0,2,8,2,3,0,1,1,4,36,24,3,0,53,,6,[],1,1,4
